columna,patron_ola1_ola2_ola3,cobertura_ola1,cobertura_ola2,cobertura_ola3,clasificacion
medid3a_molestan,001,0.0,0.0,0.144,EXCLUIDA_SOLO_OLA3
medid3b_molestan,001,0.0,0.0,0.144,EXCLUIDA_SOLO_OLA3
medid3c_molestan,001,0.0,0.0,0.144,EXCLUIDA_SOLO_OLA3
medid3d_molestan,001,0.0,0.0,0.144,EXCLUIDA_SOLO_OLA3
mes_hijo1h,001,0.0,0.0,0.13,EXCLUIDA_SOLO_OLA3
mes_hijo1m,001,0.0,0.0,0.128,EXCLUIDA_SOLO_OLA3
mes_hijo2h,001,0.0,0.0,0.057,EXCLUIDA_SOLO_OLA3
mes_hijo2m,001,0.0,0.0,0.054,EXCLUIDA_SOLO_OLA3
mes_hijo3h,001,0.0,0.0,0.022,EXCLUIDA_SOLO_OLA3
mes_hijo3m,001,0.0,0.0,0.018,EXCLUIDA_SOLO_OLA3
mig_estud,001,0.0,0.0,0.078,EXCLUIDA_SOLO_OLA3
mig_familia,001,0.0,0.0,0.078,EXCLUIDA_SOLO_OLA3
mig_mpio2010,001,0.0,0.0,0.574,EXCLUIDA_SOLO_OLA3
mig_mpio2013,001,0.0,0.0,0.574,EXCLUIDA_SOLO_OLA3
mig_otro,001,0.0,0.0,0.078,EXCLUIDA_SOLO_OLA3
mig_otro_cual,001,0.0,0.0,0.118,EXCLUIDA_SOLO_OLA3
mig_salud,001,0.0,0.0,0.078,EXCLUIDA_SOLO_OLA3
mig_seguridad,001,0.0,0.0,0.078,EXCLUIDA_SOLO_OLA3
mig_trab,001,0.0,0.0,0.078,EXCLUIDA_SOLO_OLA3
migra2010_cual,001,0.0,0.0,0.574,EXCLUIDA_SOLO_OLA3
migra2013_cual,001,0.0,0.0,0.574,EXCLUIDA_SOLO_OLA3
migra_cabmun,001,0.0,0.0,0.273,EXCLUIDA_SOLO_OLA3
migra_temult3,001,0.0,0.0,0.273,EXCLUIDA_SOLO_OLA3
migra_vec,001,0.0,0.0,0.013,EXCLUIDA_SOLO_OLA3
migracion_2010,001,0.0,0.0,0.036,EXCLUIDA_SOLO_OLA3
migracion_2013,001,0.0,0.0,0.025,EXCLUIDA_SOLO_OLA3
planea_proyectos,001,0.0,0.0,0.088,EXCLUIDA_SOLO_OLA3
prev_otro_cual,001,0.0,0.0,0.391,EXCLUIDA_SOLO_OLA3
rango_ingreso,001,0.0,0.0,0.267,EXCLUIDA_SOLO_OLA3
razon_no_asiste,001,0.0,0.0,0.034,EXCLUIDA_SOLO_OLA3
razon_no_asiste_cual,001,0.0,0.0,0.38,EXCLUIDA_SOLO_OLA3
realidad_proyectos,001,0.0,0.0,0.088,EXCLUIDA_SOLO_OLA3
rzn_dejoestudiar,001,0.0,0.009,0.011,EXCLUIDA_SOLO_OLA3
sabe_nom_alcalde,001,0.0,0.0,0.226,EXCLUIDA_SOLO_OLA3
saben_haces,001,0.0,0.0,0.118,EXCLUIDA_SOLO_OLA3
t_dejoestudio,001,0.0,0.0,0.413,EXCLUIDA_SOLO_OLA3
tipo_hogar,001,0.0,0.0,0.04,EXCLUIDA_SOLO_OLA3
valor_p203,001,0.0,0.0,0.111,EXCLUIDA_SOLO_OLA3
valor_p401,001,0.0,0.0,0.111,EXCLUIDA_SOLO_OLA3
valor_voto,001,0.0,0.0,0.242,EXCLUIDA_SOLO_OLA3
veces_fuera,001,0.0,0.0,0.118,EXCLUIDA_SOLO_OLA3
vende_voto,001,0.0,0.0,0.113,EXCLUIDA_SOLO_OLA3
vr_rec_entgob,001,0.0,0.0,0.046,EXCLUIDA_SOLO_OLA3
vr_rec_pensiones,001,0.0,0.0,0.013,EXCLUIDA_SOLO_OLA3
consecutivo,111,1.0,1.0,1.0,IDENTIFICADOR
hogar,011,0.0,1.0,0.836,IDENTIFICADOR
hogar_n16,001,0.0,0.0,1.0,IDENTIFICADOR
llave,011,0.0,1.0,0.837,IDENTIFICADOR
llave_ID_lb,111,1.0,0.85,0.795,IDENTIFICADOR
llave_n16,001,0.0,0.0,1.0,IDENTIFICADOR
llaveper,011,0.0,1.0,0.837,IDENTIFICADOR
llaveper_n16,001,0.0,0.0,1.0,IDENTIFICADOR
ola,111,1.0,1.0,1.0,IDENTIFICADOR
orden,111,1.0,1.0,1.0,IDENTIFICADOR
zona,111,1.0,1.0,1.0,IDENTIFICADOR
